X1,X2,X3,fitness_value
-0.00380316,0.000123832,0.00947612,0.0254326
-0.00471246,-0.000729353,0.00940253,0.026319
-0.00713475,-0.00119872,0.00827357,0.0275248
-0.00663156,-0.00189522,0.0089061,0.0282653
-0.00742355,-0.000547747,0.00872343,0.0288164
-0.00705067,-0.00115595,0.00946318,0.0298779
-0.00645578,-0.00149246,0.00989606,0.0300199
-0.00845112,0.000331266,0.00847375,0.0301915
-0.00762244,-0.00171766,0.00919151,0.0304419
-0.00861449,-0.000241025,0.00865758,0.0308578
-0.00841561,-0.000963152,0.00902863,0.0313093
-0.00745935,0.00280621,0.00957764,0.0315287
-0.00853856,0.00225582,0.00887148,0.0316886
-0.00900387,-7.34958e-05,0.00887294,0.0320286
-0.00747753,-0.00142382,0.0103112,0.032512
-0.00927106,-0.00156969,0.00880068,0.0326849
-0.00952028,0.000541512,0.00876945,0.0328952
-0.00600928,-0.00409373,0.0107531,0.0329665
-0.00600928,-0.00409373,0.0107531,0.0329665
-0.00600928,-0.00409373,0.0107531,0.0329665
-0.010058,-0.00129667,0.0081663,0.0330765
-0.00942539,-0.00110768,0.00916196,0.03355
-0.0087979,-0.00178851,0.00966529,0.0335514
-0.00813975,0.00388722,0.00963382,0.033568
-0.0091883,-0.000168236,0.00950741,0.0336381
-0.0066114,0.00409045,0.0107298,0.0337143
-0.00967347,-0.00213912,0.00888117,0.0338669
-0.00819152,0.00304041,0.0102527,0.0343281
-0.00952552,-0.0014609,0.00944775,0.0343969
-0.0094781,-0.00178851,0.00947235,0.0344618
gbest_X1,gbest_X2,gbest_X3,gbest
-0.00380316,0.000123832,0.00947612,0.0254326
