X1,X2,X3,fitness_value
-0.00853856,0.00225582,0.00887148,0.0316886
-0.0102982,-0.00343111,0.00939525,0.0368089
-0.0105891,-0.00552653,0.00869764,0.0379946
-0.0141207,0.00920992,0.00768313,0.0488696
-0.0175879,-0.00634522,0.00768313,0.0539218
-0.0175879,-0.00634522,0.00768313,0.0539218
-0.00338858,0.0202685,0.00948715,0.0613398
-0.0146373,0.0179873,0.00957625,0.0690849
-0.00883632,0.017197,0.0172842,0.0717937
-0.0145681,0.0199516,0.0106848,0.0749767
-0.014401,0.0204414,0.0107492,0.0759607
-0.013668,0.0163659,0.0187803,0.0799
-0.00807985,0.0205137,0.0201448,0.0847365
-0.00539325,0.0280996,0.0116306,0.0881721
-0.0102849,0.00178669,0.0294125,0.0892683
-0.00641586,0.0243728,0.0195667,0.0916687
-0.0034341,0.0166175,0.0271463,0.0920277
-0.00313555,0.0309543,-0.00942847,0.0937214
-0.00298067,0.0323696,-0.00164218,0.0938429
-0.0172967,0.022067,0.0184454,0.0974019
-0.00539569,0.0264531,0.0199561,0.0974295
-0.0111448,0.0317283,-0.00469401,0.0987441
-0.00219576,0.0259052,0.0228635,0.101107
-0.0125808,0.00853209,0.0314083,0.102052
-0.0102245,0.00899222,0.0321421,0.102096
-0.00261324,0.0298542,0.0181906,0.102637
-0.0238024,0.0205445,0.0159936,0.103435
-0.0098083,0.0285885,0.0187703,0.104496
-0.00950459,0.0153305,0.0308485,0.105044
-0.0183656,0.030784,-0.00135062,0.105529
gbest_X1,gbest_X2,gbest_X3,gbest
-0.00853856,0.00225582,0.00887148,0.0316886
