X1,X2,X3,fitness_value
-0.138982,-0.0176183,0.161857,1.15067
0.0298454,0.101948,0.218888,1.33854
-0.360598,0.0325514,0.0613747,2.02393
-0.063412,0.933572,-0.0724307,2.28472
-0.0809435,-0.920965,-0.0742615,2.334
-0.119366,0.112245,0.376333,2.34709
-0.0655337,0.382705,0.200694,2.5288
-0.230318,-0.0995468,0.343047,2.54026
-0.0932539,-0.100717,0.760234,2.66047
-0.16201,-0.506153,0.0864999,2.78818
-0.275542,-0.0754092,-0.391123,2.82099
-0.275542,-0.0754092,-0.391123,2.82099
-0.317047,0.14335,-0.317125,2.84011
-0.123194,-0.187907,0.487446,2.88681
-0.167104,0.0788177,0.688581,2.90268
0.0327236,-0.470816,-0.25321,2.92582
-0.0776871,-0.192594,0.749875,2.92736
-0.0600596,-0.244916,0.479155,2.94035
0.200906,0.00608298,0.596804,2.94661
-0.376116,0.113566,0.321634,2.97938
-0.223488,-0.764169,0.0557195,2.99022
-0.159441,-0.177795,0.775426,3.04655
-0.246335,0.0428592,-0.612646,3.11084
-0.546117,0.236666,0.127375,3.13334
-0.182729,-0.182791,0.760247,3.14646
-0.223277,0.86889,0.172302,3.17007
0.121648,0.993175,-0.25321,3.20251
-0.216242,-0.198611,0.637433,3.31493
-0.113076,-0.398606,0.441476,3.34718
-0.229861,-0.202449,0.688539,3.37032
gbest_X1,gbest_X2,gbest_X3,gbest
-0.138982,-0.0176183,0.161857,1.15067
