X1,X2,X3,fitness_value
-0.00380316,0.000123832,0.00947612,0.0254326
-0.00471246,-0.000729353,0.00940253,0.026319
-0.00853856,0.00225582,0.00887148,0.0316886
-0.00600928,-0.00409373,0.0107531,0.0329665
-0.0108108,-0.00319669,0.00845416,0.036064
-0.0102982,-0.00343111,0.00939525,0.0368089
-0.010464,-0.0041645,0.00894878,0.0368896
-0.0106731,0.00367166,0.0089772,0.0369941
-0.0105891,-0.00552653,0.00869764,0.0379946
-0.0123703,-0.00255954,0.00848504,0.0392493
-0.0106078,-0.00338821,0.010951,0.040394
-0.0118175,-0.00532028,0.0087969,0.0405236
-0.00927651,0.00877121,0.00967846,0.0415492
-0.0100789,0.00461384,0.0119197,0.0422884
-0.0139682,-0.00307682,0.00783761,0.0423811
-0.0144327,0.000965698,0.00768313,0.0425807
-0.0140887,0.0015879,0.00843611,0.042925
-0.0157094,0.000142831,0.00768313,0.0458072
-0.00701216,0.0137425,0.00873337,0.0465133
-0.0152399,-0.0032697,0.00869015,0.0468566
-0.0152399,-0.0032697,0.00869015,0.0468566
-0.0161317,-0.00121202,0.00768313,0.0470425
-0.0136992,0.00779324,0.00925602,0.0481321
-0.0141207,0.00920992,0.00768313,0.0488696
-0.0107332,-0.00213237,0.0157394,0.0507817
-0.014418,-0.00412431,0.0121531,0.0511794
-0.0132435,0.0116282,0.00962838,0.0535255
-0.0175879,-0.00634522,0.00768313,0.0539218
-0.0175879,-0.00634522,0.00768313,0.0539218
-0.00575122,0.0161437,0.0110773,0.0545024
gbest_X1,gbest_X2,gbest_X3,gbest
-0.00380316,0.000123832,0.00947612,0.0254326
