X1,X2,X3,fitness_value
-0.0147021,0.00438999,0.125186,0.546493
-0.0793736,-0.0277768,-0.108513,0.622374
-0.100128,0.0492913,-0.0824231,0.633391
-0.0794724,-0.0331278,-0.12132,0.696085
-0.0288727,0.0917192,0.116286,0.710928
-0.1564,-0.049627,0.00504453,0.788197
-0.138982,-0.0176183,0.161857,1.15067
-0.138982,-0.0176183,0.161857,1.15067
-0.206239,0.00705128,-0.0715417,1.15426
-0.0763814,0.0780879,0.209125,1.29302
-0.214828,0.101391,-0.0202203,1.30387
0.0298454,0.101948,0.218888,1.33854
-0.0892556,-0.0612206,-0.25082,1.53617
-0.252331,0.139762,-0.06503,1.71788
-0.129158,0.229691,0.133742,1.74989
-0.104639,-0.249087,0.139229,1.79279
-0.115767,-0.0207757,0.303607,1.85736
-0.0948378,-0.100212,0.304261,1.93195
-0.165633,-0.0752674,-0.277478,1.96622
-0.0655337,0.32668,0.0948113,1.96996
-0.215143,-0.199711,-0.143382,1.99206
0.00685505,0.00608298,0.368423,1.99827
-0.360598,0.0325514,0.0613747,2.02393
-0.0639451,-0.351994,-0.127298,2.17165
-0.333509,0.044118,0.161728,2.17219
-0.063412,0.933572,-0.0724307,2.28472
-0.230318,-0.0925469,0.291655,2.32056
-0.0809435,-0.920965,-0.0742615,2.334
0.0956608,0.389699,-0.111941,2.34407
-0.119366,0.112245,0.376333,2.34709
gbest_X1,gbest_X2,gbest_X3,gbest
-0.0147021,0.00438999,0.125186,0.546493
