X1,X2,X3,fitness_value
-0.00380316,0.000123832,0.00947612,0.0254326
-0.00853856,0.00225582,0.00887148,0.0316886
-0.0102982,-0.00343111,0.00939525,0.0368089
-0.010464,-0.0041645,0.00894878,0.0368896
-0.0105891,-0.00552653,0.00869764,0.0379946
-0.0161317,-0.00121202,0.00768313,0.0470425
-0.0141207,0.00920992,0.00768313,0.0488696
-0.0175879,-0.00634522,0.00768313,0.0539218
-0.0175879,-0.00634522,0.00768313,0.0539218
-0.00338858,0.0202685,0.00948715,0.0613398
-0.0107892,0.0106361,0.0190531,0.0667059
-0.0141232,0.010234,0.0176541,0.0682138
-0.0146373,0.0179873,0.00957625,0.0690849
-0.00883632,0.017197,0.0172842,0.0717937
-0.0135663,0.0195329,0.0113374,0.0731261
-0.00914764,0.0246163,0.005297,0.0745572
-0.00392198,0.0163705,0.0208675,0.0746324
-0.0145681,0.0199516,0.0106848,0.0749767
-0.0100972,0.0231301,0.00990636,0.0756138
-0.014401,0.0204414,0.0107492,0.0759607
-0.013668,0.0163659,0.0187803,0.0799
-0.00332419,0.028771,0.0064172,0.0840446
-0.00807985,0.0205137,0.0201448,0.0847365
-0.0115121,0.019777,0.0195929,0.0856156
-0.011708,0.0203903,0.0193919,0.0868049
-0.0101997,0.0212127,0.019533,0.0871731
-0.00976122,0.0156227,0.0244668,0.0873033
-0.00539325,0.0280996,0.0116306,0.0881721
-0.0102849,0.00178669,0.0294125,0.0892683
-0.0031599,0.0247169,0.0194413,0.0906323
gbest_X1,gbest_X2,gbest_X3,gbest
-0.00380316,0.000123832,0.00947612,0.0254326
