X1,X2,X3,fitness_value
-3.13,-4.89,4.89,12.2938
-7.477,7.206,0.4785,16.1304
-7.2331,-2.065,8.4132,16.2269
11.2956,0.1146,-1.662,16.3856
11.3798,7.0921,5.9395,17.6272
-3.589,-6.4518,-11.557,18.212
-4.6986,15.8925,6.9094,18.6577
-0.41,14.3,-6.87,18.6627
9.72,4.5677,12.1572,18.8122
-11.7379,10.16,5.558,18.8852
-11.7352,10.493,2.7141,18.9114
11.94,8.19,-10.43,19.0305
-3.079,10.906,-17.71,19.3261
-7.72,-16.41,-0.13,19.364
17.932,9.1008,4.6442,19.4305
-3.094,23.819,-9.9256,19.6804
-8.758,11.052,-15.3387,19.7456
-16.5908,-3.8984,-9.671,19.7945
-19.1908,-3.8754,7.5885,19.8708
-18.5347,-0.9589,6.3882,19.8718
4.01,3.47,22.95,20.0204
28.9911,-3.7943,-7.898,20.1157
6.6482,5.535,18.2139,20.131
-5.1508,21.8752,6.5638,20.2471
-17.66,15.1,14.01,20.3189
-25.03,9.6,7.02,20.4282
-21.544,1.3412,0.7564,20.4529
-19.86,-2.22,17.74,20.515
30.09,5.68,-9.91,20.7084
-12.79,12.39,-21.06,20.7447
gbest_X1,gbest_X2,gbest_X3,gbest
-3.13,-4.89,4.89,12.2938
