X1,X2,X3,fitness_value
-0.0118993,0.263801,-0.13535,1.70417
-0.0118993,0.263801,-0.13535,1.70417
-0.0150896,0.263621,-0.135466,1.70488
-0.017263,0.262657,-0.137263,1.70726
-0.0145651,0.263764,-0.137227,1.71193
-0.0016796,0.263599,-0.138306,1.71194
-0.00601674,0.263666,-0.138321,1.71286
-0.0103364,0.263111,-0.139047,1.71357
-0.0110411,0.263544,-0.138553,1.71432
-0.00935802,0.264875,-0.136727,1.71434
-0.0173998,0.263599,-0.13824,1.71613
-0.0102848,0.264201,-0.138388,1.71707
-0.0297781,0.262068,-0.138486,1.71728
0.00802013,0.261039,-0.143323,1.71779
-0.0235795,0.262984,-0.138831,1.7187
-0.010275,0.264788,-0.137984,1.71878
-0.0114769,0.263666,-0.139735,1.71955
-0.0078655,0.265561,-0.137263,1.7197
-0.0226999,0.263725,-0.138254,1.72
-0.027734,0.262913,-0.13853,1.72033
-0.0243728,0.264892,-0.13642,1.72078
-0.0239932,0.262192,-0.140559,1.72113
-0.0279991,0.261944,-0.140301,1.72187
-0.0128497,0.262193,-0.142438,1.72219
-0.0211817,0.266039,-0.135967,1.72325
-0.0172309,0.263752,-0.140161,1.72405
-0.00345856,0.263629,-0.141516,1.72428
-0.0158143,0.263694,-0.140552,1.72451
-0.0170944,0.262516,-0.142102,1.72456
-0.0147012,0.263637,-0.140886,1.72495
gbest_X1,gbest_X2,gbest_X3,gbest
-0.0118993,0.263801,-0.13535,1.70417
