X1,X2,X3,fitness_value
0.00802013,0.261039,-0.143323,1.71779
-0.0279991,0.261944,-0.140301,1.72187
-0.00892333,0.263022,-0.142648,1.72625
-0.00871801,0.264657,-0.142948,1.73624
-0.0245634,0.269662,-0.134884,1.74136
-0.0383753,0.263718,-0.144949,1.75904
-0.0105706,0.269355,-0.14359,1.7646
-0.015158,0.266319,-0.148254,1.7677
-0.00409576,0.26871,-0.145877,1.76839
-0.0195787,0.269528,-0.143802,1.77025
-0.0249042,0.270378,-0.143237,1.77611
-0.0263118,0.270242,-0.14465,1.78171
0.000375373,0.269465,-0.148421,1.78189
-0.00615174,0.268637,-0.149641,1.78269
0.0221537,0.269545,-0.146763,1.78305
0.00556121,0.270634,-0.146992,1.78315
-0.00158346,0.268629,-0.150603,1.78585
-0.00713918,0.268647,-0.150636,1.78677
-0.0319492,0.271565,-0.143237,1.78821
0.0183623,0.270757,-0.147051,1.78842
-0.0162636,0.273559,-0.143604,1.78942
-0.0186892,0.269588,-0.150018,1.79367
-0.0179873,0.270528,-0.14887,1.79392
-0.0626058,0.276114,-0.127417,1.79757
-0.0145429,0.274647,-0.144618,1.79825
-0.000625106,0.275408,-0.144529,1.79896
-0.0244863,0.27453,-0.144129,1.80133
0.00489807,0.268098,-0.155299,1.80161
0.0221537,0.275623,-0.143645,1.80382
-0.0155292,0.273019,-0.148567,1.80484
gbest_X1,gbest_X2,gbest_X3,gbest
0.00802013,0.261039,-0.143323,1.71779
