X1,X2,X3,fitness_value
-0.00668971,0.26139,-0.136334,1.69307
-0.00572858,0.261887,-0.13598,1.69432
-0.00746572,0.26178,-0.136136,1.69465
-0.00589158,0.261952,-0.136023,1.69487
-0.00442731,0.261777,-0.136355,1.6949
-0.00594039,0.261914,-0.136142,1.6951
-0.00741889,0.261752,-0.136311,1.69514
-0.00686649,0.261804,-0.136267,1.69514
-0.0075969,0.261919,-0.136163,1.69555
-0.00806553,0.261879,-0.136238,1.69572
-0.00932274,0.262089,-0.135876,1.69586
-0.00843018,0.261879,-0.136278,1.69595
-0.00665941,0.262221,-0.135892,1.69601
-0.00765303,0.262059,-0.136083,1.69604
-0.00668651,0.262198,-0.135955,1.69612
-0.00490028,0.262207,-0.136029,1.69613
-0.00609903,0.262039,-0.13625,1.69622
-0.00779763,0.262229,-0.135876,1.69624
-0.00630105,0.262126,-0.136191,1.69652
-0.00855962,0.262237,-0.135896,1.69654
-0.00690529,0.262091,-0.136229,1.69659
-0.00215197,0.261918,-0.136684,1.69668
-0.00215197,0.261918,-0.136684,1.69668
-0.00771874,0.262125,-0.136161,1.6967
-0.00508758,0.262188,-0.136208,1.69672
-0.0129411,0.26205,-0.135859,1.69678
-0.0126678,0.262074,-0.135862,1.69682
-0.0100464,0.262185,-0.135956,1.69689
-0.0127442,0.26204,-0.135934,1.69693
-0.0107782,0.26201,-0.136185,1.697
gbest_X1,gbest_X2,gbest_X3,gbest
-0.00668971,0.26139,-0.136334,1.69307
