X1,X2,X3,fitness_value
-1.518,1.2971,-1.368,7.07455
-1.518,1.2971,-1.368,7.07455
1.72986,1.37618,1.27026,7.09372
-0.7008,3.28654,-0.99288,8.20504
0.986183,5.00287,-0.718056,9.86257
3.18336,-1.36998,-2.65939,9.87956
2.14621,3.97217,1.58917,9.92858
-0.773113,4.18715,-2.65164,10.528
5.16116,1.31301,-0.119628,10.5681
5.05126,2.09248,1.71199,10.7221
1.16679,1.18949,5.26356,10.8469
4.36394,1.51167,-3.05815,11.3815
6.07196,2.09248,1.75293,11.6519
4.43876,3.59559,-0.87321,11.7521
1.76267,3.93313,4.76749,11.7522
-1.51016,5.91488,1.94784,11.8656
5.04328,5.12969,1.85352,12.1159
-3.05434,5.94675,1.65122,12.1429
1.03508,4.35056,4.42699,12.2041
-0.66264,6.38857,-0.90754,12.4011
-2.74399,5.69155,0.394602,12.4163
2.70568,5.86424,-0.55573,12.4261
-2.01695,5.47548,3.86993,12.549
4.74402,2.51398,-3.4542,12.6343
-5.55731,0.188034,3.42641,12.6939
5.52175,3.71109,1.95309,12.8253
1.65,6.44,-0.77,12.855
-6.77336,2.53095,-0.0876055,13.035
-5.35783,5.19167,1.92342,13.2735
2.09116,5.43153,-5.21006,13.5413
gbest_X1,gbest_X2,gbest_X3,gbest
-1.518,1.2971,-1.368,7.07455
