X1,X2,X3,fitness_value
-0.0118993,0.263801,-0.13535,1.70417
-0.0016796,0.263599,-0.138306,1.71194
0.00802013,0.261039,-0.143323,1.71779
-0.0279991,0.261944,-0.140301,1.72187
-0.0172309,0.263752,-0.140161,1.72405
-0.00892333,0.263022,-0.142648,1.72625
-0.00933709,0.263051,-0.142895,1.72746
-0.0096709,0.263129,-0.142836,1.72776
-0.0307788,0.264015,-0.138306,1.72813
-0.0263843,0.263642,-0.140138,1.72923
-0.0254567,0.267347,-0.135046,1.72997
-0.00604341,0.264022,-0.142438,1.73027
-0.0193794,0.265606,-0.139091,1.73132
-0.00738224,0.263411,-0.143563,1.73148
-0.011002,0.262325,-0.144884,1.73161
-0.0177146,0.263738,-0.142677,1.7337
-0.00948289,0.262785,-0.144928,1.73382
-0.00954547,0.263015,-0.144665,1.73408
-0.010568,0.26272,-0.145086,1.73438
-0.0227992,0.264664,-0.140965,1.7353
-0.00871801,0.264657,-0.142948,1.73624
-0.0361736,0.263676,-0.139568,1.73624
-0.0107345,0.264223,-0.144108,1.73886
-0.0148343,0.263495,-0.1449,1.73947
-0.0220563,0.268283,-0.136987,1.73978
0.00739456,0.26515,-0.143304,1.73995
-0.0245634,0.269662,-0.134884,1.74136
-0.0211317,0.269758,-0.13559,1.74215
-0.0242779,0.263834,-0.143859,1.74273
-0.0113583,0.268042,-0.139764,1.74347
gbest_X1,gbest_X2,gbest_X3,gbest
-0.0118993,0.263801,-0.13535,1.70417
