X1,X2,X3,fitness_value
0.00802013,0.261039,-0.143323,1.71779
-0.0245634,0.269662,-0.134884,1.74136
-0.0626058,0.276114,-0.127417,1.79757
0.00489807,0.268098,-0.155299,1.80161
0.0349679,0.275918,-0.142404,1.81119
0.0142672,0.270929,-0.155759,1.82091
0.0248323,0.271468,-0.156322,1.83175
-0.0660334,0.279386,-0.132641,1.83868
-0.0191132,0.277773,-0.154797,1.85532
-0.0144749,0.275937,-0.160398,1.86529
-0.0542978,0.275041,-0.153593,1.87211
-0.0476253,0.270422,-0.164094,1.87965
-0.0202534,0.279404,-0.159348,1.88189
-0.00478858,0.276968,-0.164682,1.88488
-0.0114564,0.272512,-0.171059,1.88904
0.0010676,0.282556,-0.15915,1.89174
-0.0405309,0.270474,-0.169293,1.89212
-0.00910272,0.272483,-0.173128,1.89664
0.0125157,0.272373,-0.174798,1.90391
-0.039864,0.282049,-0.15809,1.9067
-0.0592371,0.273158,-0.164683,1.91263
-0.044325,0.272693,-0.170567,1.91286
-0.0483504,0.27596,-0.167366,1.92169
-0.0020852,0.282053,-0.167817,1.92296
-0.0352498,0.276309,-0.171324,1.92448
-0.0462211,0.271428,-0.175588,1.92902
-0.0313221,0.27593,-0.173925,1.9295
0.0362088,0.276095,-0.173036,1.93118
-0.0178039,0.276902,-0.175379,1.93135
-0.0405309,0.275579,-0.174288,1.93803
gbest_X1,gbest_X2,gbest_X3,gbest
0.00802013,0.261039,-0.143323,1.71779
