X1,X2,X3,fitness_value
-0.0626058,0.276114,-0.127417,1.79757
-0.0675734,0.281071,-0.162241,1.95696
0.0424101,0.266798,-0.205437,2.02671
-0.038797,0.284312,-0.191342,2.04811
0.0609053,0.273655,-0.198781,2.05548
0.0522236,0.270516,-0.210762,2.07871
0.0674409,0.269708,-0.20817,2.08644
-0.0165018,0.267973,-0.229351,2.11646
0.00362287,0.273873,-0.235447,2.16653
-0.0441435,0.267856,-0.236484,2.16715
-0.033847,0.267905,-0.238872,2.16806
0.0184107,0.292037,-0.218333,2.18052
-0.0719324,0.27172,-0.22877,2.18966
0.00310795,0.258747,-0.259285,2.20278
0.0106937,0.280798,-0.240045,2.2183
0.00662658,0.266712,-0.257218,2.22898
0.0141091,0.34389,-0.172846,2.23578
-0.0110778,0.259058,-0.26626,2.23587
0.0135041,0.278235,-0.252381,2.26002
0.0165239,0.295387,-0.23532,2.26456
0.0221314,0.259784,-0.272412,2.26978
0.0159302,0.261748,-0.271679,2.27226
0.0126087,0.293159,-0.239933,2.27253
0.0382884,0.258787,-0.272013,2.27499
0.00376419,0.335526,-0.194797,2.27679
-0.166723,0.293386,-0.166161,2.29149
-0.00184008,0.282929,-0.255729,2.29225
-0.0196725,0.267937,-0.27003,2.29299
-0.000192506,0.272991,-0.268617,2.30401
-0.0342431,0.300423,-0.237199,2.30419
gbest_X1,gbest_X2,gbest_X3,gbest
-0.0626058,0.276114,-0.127417,1.79757
