X1,X2,X3,fitness_value
-0.00668971,0.26139,-0.136334,1.69307
-0.00572858,0.261887,-0.13598,1.69432
-0.00746572,0.26178,-0.136136,1.69465
-0.00514529,0.261755,-0.136314,1.69474
-0.00589158,0.261952,-0.136023,1.69487
-0.00896991,0.261854,-0.13599,1.69489
-0.00442731,0.261777,-0.136355,1.6949
-0.00594039,0.261914,-0.136142,1.6951
-0.00680327,0.261904,-0.136119,1.69513
-0.00741889,0.261752,-0.136311,1.69514
-0.00686649,0.261804,-0.136267,1.69514
-0.00650549,0.261934,-0.136098,1.69516
-0.00962787,0.261799,-0.136106,1.6952
-0.00746047,0.261931,-0.136064,1.69521
-0.00755865,0.261991,-0.136006,1.69535
-0.004161,0.26191,-0.136322,1.69548
-0.00670075,0.261943,-0.136167,1.69551
-0.0075969,0.261919,-0.136163,1.69555
-0.00739438,0.261967,-0.136136,1.69567
-0.00806553,0.261879,-0.136238,1.69572
-0.00488136,0.262104,-0.136084,1.69577
-0.0063164,0.262064,-0.136094,1.69583
-0.00932274,0.262089,-0.135876,1.69586
-0.00893672,0.26197,-0.136089,1.69588
-0.00805315,0.261933,-0.136212,1.69591
-0.00843018,0.261879,-0.136278,1.69595
-0.00680128,0.262075,-0.136101,1.696
-0.00665941,0.262221,-0.135892,1.69601
-0.00765303,0.262059,-0.136083,1.69604
-0.00668651,0.262198,-0.135955,1.69612
gbest_X1,gbest_X2,gbest_X3,gbest
-0.00668971,0.26139,-0.136334,1.69307
