X1,X2,X3,pbest
-0.53004,1.24276,2.88936,7.93492
27.74,-17.4,-25.31,21.0861
-4.40743,-1.46394,1.54596,10.9559
-2.32291,1.938,2.61874,9.1985
-0.54648,1.0246,3.62778,9.03406
-2.60695,2.26701,3.54233,10.8841
-19.2197,3.39763,25.8972,19.5721
-27.69,-18.8695,8.10573,18.4665
-4.62528,2.86413,4.86413,12.8822
5.4504,8.62792,-0.4494,16.149
-24.3308,-4.65306,-14.2819,20.2167
-2.48137,1.82526,2.39486,9.33016
-2.89632,1.51158,2.18491,8.94718
-11.5172,-1.42797,-0.973888,16.7673
28.51,29.46,3.87,20.9388
9.05882,8.0523,17.8907,18.648
-1.70136,4.2136,4.07976,11.5308
-16.7405,-1.99786,16.7862,17.7883
-3.54535,1.87223,3.06748,10.3124
-3.92085,0.412832,1.98219,9.29846
-7.317,6.53758,0.72096,12.8541
-2.39328,1.89952,2.65632,9.34934
-3.0371,4.5792,1.62952,11.5791
-9.95734,-7.4072,-9.27406,18.3825
-1.25427,2.27974,1.14042,7.16032
-5.53836,4.84,6.08952,14.9315
0.7752,-0.802784,2.12899,6.08752
-2.65314,5.20471,3.7125,12.8854
3.66563,6.33994,12.6086,18.4588
-1.64635,-3.69402,-3.75672,11.4061
gbest_X1,gbest_X2,gbest_X3,gbest
0.7752,-0.802784,2.12899,6.08752
