X1,X2,X3,pbest
3.28956e-05,-6.74059e-05,-5.27369e-05,0.000211896
8.76444e-06,2.17847e-06,3.70798e-06,2.25477e-05
0.0197291,0.10783,-0.165724,1.03609
8.09266e-06,2.54459e-06,3.66187e-06,2.13401e-05
9.10012e-06,2.08593e-06,3.64028e-06,2.31437e-05
-0.00086169,-0.0133307,0.00535252,0.0151755
0.014053,0.00262465,-0.0073761,0.0417383
7.9995e-06,2.32205e-06,3.97073e-06,2.1312e-05
0.0438808,-0.177118,0.00730149,0.018996
-5.36071e-05,0.000211906,-0.000312269,0.000404329
0.000735818,0.000985635,5.06676e-05,0.00286988
8.08096e-06,2.30873e-06,3.93651e-06,2.1434e-05
-0.000625217,0.00101709,0.00181501,0.0051009
-1.13331,-0.427923,-0.12495,4.16945
6.28289e-06,2.04188e-06,5.25151e-06,1.94911e-05
8.02196e-06,2.40428e-06,3.85556e-06,2.12929e-05
-0.00198107,0.000282092,-0.00191765,0.00653703
-0.000127652,0.000661709,0.00238923,0.00584237
8.69974e-06,2.17346e-06,3.75665e-06,2.24542e-05
0.00306856,0.00982904,0.0940518,0.368501
0.000418246,-0.000383991,0.000321549,0.00151447
2.20798,28.159,24.1687,2.39327
0.000750601,-0.0045458,-0.00129028,0.00144065
7.97559e-06,1.9864e-06,4.37721e-06,2.1507e-05
-6.77224e-05,0.000955832,0.00286082,0.00712913
0.125053,-0.0300079,0.119645,0.234467
-0.000126372,0.010523,-0.0222135,0.0674551
9.26835e-06,1.50312e-06,3.94382e-06,2.3521e-05
7.99792e-06,2.32021e-06,3.96806e-06,2.13051e-05
6.69782e-06,2.6111e-06,4.33853e-06,1.93922e-05
gbest_X1,gbest_X2,gbest_X3,gbest
6.69782e-06,2.6111e-06,4.33853e-06,1.93922e-05
