X1,X2,X3,pbest
2.4381e-07,-6.74777e-07,5.27576e-07,2.05668e-06
4.05746e-07,-4.11822e-07,7.08114e-07,2.11113e-06
-2.5598e-05,-0.000138865,0.000213978,0.000593227
-1.73162e-07,-1.36518e-06,4.19356e-08,3.17951e-06
3.47212e-07,-9.65349e-07,2.98112e-07,2.46722e-06
0.000136452,0.00228665,-0.000512541,0.0055188
-0.0263216,-0.00491326,0.0138404,0.0164001
2.72202e-07,-9.60399e-07,3.04851e-07,2.41044e-06
3.0441e-05,-0.000119879,-5.00314e-06,0.000286142
0.000440926,-0.000995645,0.00154692,0.000404329
-3.67794e-07,-3.91723e-07,8.16602e-07,2.25752e-06
1.73444e-07,-7.2663e-07,4.96076e-07,2.07097e-06
0.000622422,-0.000994826,-0.00177556,0.000782532
0.0424037,0.0160091,0.00467466,0.141644
4.3874e-07,-2.08262e-08,1.02765e-06,2.58098e-06
6.24833e-08,-8.70845e-07,4.00534e-07,2.21837e-06
-8.11483e-06,2.64437e-07,-7.32424e-06,2.52544e-05
3.91105e-06,-1.8176e-05,-6.18232e-05,0.000149165
-3.67984e-07,-1.74564e-06,-2.13621e-07,4.14948e-06
-7.81811e-06,-2.73705e-05,-0.000261106,0.000607795
2.99421e-07,-1.63544e-06,6.01452e-07,2.68281e-06
-4.38472,-28.2149,-4.61835,2.39327
-0.000177767,0.00131389,0.000363332,0.00144065
7.45065e-07,-1.19381e-07,8.89239e-07,2.69334e-06
-0.000197129,0.00258959,0.00776668,0.00567745
-1.74809,0.155219,-1.54982,0.234467
5.32434e-07,-2.074e-05,4.31387e-05,0.000110588
1.29185e-07,-7.92844e-07,4.51236e-07,2.1278e-06
5.47924e-07,-6.45343e-07,5.15471e-07,2.28901e-06
1.26132e-07,-7.40793e-07,4.90304e-07,2.07216e-06
gbest_X1,gbest_X2,gbest_X3,gbest
2.4381e-07,-6.74777e-07,5.27576e-07,2.05668e-06
