X1,X2,X3,pbest
0.0902534,-0.0238039,1.04579,2.28159
-0.552434,-0.218369,2.26732,4.2496
0.594244,0.0179586,0.954111,3.43435
0.100501,-0.0189952,1.09027,2.37932
0.0018335,0.105424,1.06366,2.57305
0.0091295,0.0642801,0.970625,2.2133
4.94221,0.895706,-4.6802,5.67419
0.194509,0.241933,0.684067,3.38341
0.0313315,0.0237115,0.70831,2.40741
0.019749,-0.0188128,0.631458,2.37406
3.75448,4.28447,0.196108,11.3129
0.0316011,0.0281402,0.751281,2.17131
11.6475,0.67,-4.42719,8.94718
5.63113,-0.69548,2.95761,10.4158
0.0333301,0.0417698,0.88031,2.21619
0.0165212,-0.128452,0.0283268,0.586636
-6.53473,14.8744,4.58082,6.21843
-0.0263865,-0.0255256,0.799439,2.34598
0.0307079,0.0252166,0.720594,2.27729
0.0381184,0.0342017,0.908639,2.1804
6.27283,-6.46885,6.93724,12.8541
0.0656826,-0.0203867,0.801077,2.39327
0.166802,-0.171018,0.690671,3.11081
0.0289042,0.0313384,0.679782,2.56169
-0.0171274,0.245603,0.949303,2.93026
1.06489,-0.966849,1.02713,3.79704
7.3407,-9.64197,-2.6502,6.08752
-2.03478,3.71963,0.83903,6.8452
0.0230791,-0.00257441,0.661573,2.5408
19.5169,22.2067,27.3,11.4061
gbest_X1,gbest_X2,gbest_X3,gbest
0.0165212,-0.128452,0.0283268,0.586636
