X1,X2,X3,pbest
-0.603645,1.07453,2.4073,6.65247
-12.14,-5.62894,29.16,21.0511
1.61645,-0.0403253,1.76141,6.43989
0.606636,-0.549942,1.46582,5.67758
0.115484,0.0125048,1.79421,4.50757
-0.186912,0.223694,1.82517,5.1638
17.3318,7.20438,21.909,19.5721
-4.63067,-6.29081,1.99414,13.8127
0.719166,-0.471047,1.42278,5.70818
3.08475,7.91085,0.483689,13.9587
7.04921,8.17432,1.23799,15.3733
-0.0241448,0.218306,1.97585,4.75594
-6.94439,4.312,2.33475,8.94718
-5.1566,0.33094,1.03073,10.4158
-0.260215,-0.408517,1.46506,5.44791
0.214039,0.0711993,1.92394,4.77027
0.903386,-1.82203,1.30211,6.21843
-4.40883,-3.52603,3.25953,12.7636
-0.053838,0.0882769,1.79609,4.4702
0.115608,0.0017789,1.78312,4.52881
-7.9353,7.05338,1.10468,12.8541
0.0526524,0.111463,1.88753,4.3637
-5.57134,8.11068,1.12985,11.5791
0.084503,0.0124532,1.78219,4.45486
-5.56174,8.8149,-0.820369,7.16032
-1.72248,1.92036,3.22201,6.74473
-0.22239,0.504407,2.4541,6.08752
1.06362,-1.72983,1.50338,6.8452
0.795048,2.68199,5.48097,12.2042
-8.8827,-10.661,-19.1888,11.4061
gbest_X1,gbest_X2,gbest_X3,gbest
0.0526524,0.111463,1.88753,4.3637
