X1,X2,X3,pbest
0.0295152,0.032355,0.783299,2.28159
0.703178,0.315299,-0.783668,4.2496
-0.691929,0.0565655,0.840452,3.43435
0.0454281,0.0113914,0.778824,2.37932
0.0705093,-0.0453292,0.613711,2.65215
0.0656311,-0.00684797,0.684051,2.58835
-1.75923,-0.293461,2.8947,5.67419
0.85404,1.10414,0.603028,4.7159
0.0384644,0.0181419,0.773826,2.40741
0.0243064,-0.0250209,0.785482,2.37406
-3.54019,-4.05745,1.47292,11.5089
0.0395014,0.0351752,0.939102,2.17131
-9.62,30.18,5.17815,8.94718
-13.3,1.51749,-2.94187,10.4158
0.037662,0.0206757,0.801837,2.34843
0.0472495,0.0714669,1.10999,2.60231
6.76092,-15.0332,-1.82021,6.21843
0.0999051,0.0910771,0.888938,2.45298
0.0365241,0.0254298,0.836811,2.27729
0.0395292,0.0180011,0.778731,2.19359
-5.1603,5.25286,-2.71165,12.8541
0.042224,0.00823,0.724929,2.45079
0.395293,-0.488926,0.7796,4.31663
0.0272427,0.0497126,0.614105,2.60951
0.145433,-0.43757,0.50862,3.59673
-0.763686,0.806632,0.712038,4.10085
-3.67735,5.00772,3.29185,6.08752
6.43439,-11.3116,1.39686,6.8452
0.017075,-0.0456526,0.703026,2.5408
-9.05427,-11.2892,-20.544,11.4061
gbest_X1,gbest_X2,gbest_X3,gbest
0.0395014,0.0351752,0.939102,2.17131
