X1,X2,X3,pbest
-1.32458e-08,-3.05764e-09,1.11725e-09,3.15001e-08
-1.40228e-08,1.46711e-10,-1.27911e-09,3.25205e-08
5.61397e-09,9.36735e-08,-1.50158e-07,4.08925e-07
-1.20281e-08,-9.86141e-09,7.29505e-09,3.96747e-08
-1.97414e-08,9.03774e-09,-8.58556e-08,1.40195e-07
2.15817e-08,5.58165e-07,-1.0597e-07,1.21783e-06
-0.356862,-0.0665829,0.187715,0.0164001
-1.38867e-08,-1.23506e-09,-1.87765e-09,3.24872e-08
4.24724e-05,-0.000129293,-1.7523e-06,6.32008e-06
0.00278748,-0.00637932,0.00988628,0.000404329
-1.31904e-08,-3.22158e-09,2.84672e-09,3.20392e-08
-1.28998e-08,-4.62958e-09,3.88005e-09,3.28952e-08
5.88511e-07,-1.21096e-06,-2.13069e-06,5.82081e-06
-4.94111e-07,-1.86092e-07,-4.85057e-08,1.22448e-06
-1.31287e-08,-3.51814e-09,2.9184e-09,3.21046e-08
-1.46658e-08,-1.46522e-09,4.22623e-09,3.54095e-08
2.1038e-08,1.29153e-07,-9.5096e-07,1.90363e-07
-1.39633e-08,-2.77026e-10,2.23344e-09,3.26631e-08
-1.33783e-08,-2.35984e-09,3.11166e-09,3.21853e-08
-1.28578e-08,-4.57032e-09,3.14076e-09,3.23377e-08
-1.32485e-08,-3.18952e-09,3.99523e-09,3.27949e-08
-3.51263e-05,1.08903e-05,-0.000428264,0.000995954
-1.46075e-08,1.13085e-08,7.27953e-09,4.5855e-08
-1.18047e-08,-9.29226e-09,3.75993e-09,3.57646e-08
-1.1803e-08,-1.45909e-08,-2.26132e-08,6.78652e-08
-13.2551,1.34548,-11.8299,0.234467
2.61752e-06,-5.5788e-05,0.00011193,4.39062e-06
-6.50563e-07,-5.87533e-07,-4.60377e-07,1.66308e-06
-1.16526e-08,-7.89209e-09,2.49391e-09,3.30082e-08
-1.06013e-08,-2.92521e-08,1.47809e-08,7.95504e-08
gbest_X1,gbest_X2,gbest_X3,gbest
-1.32458e-08,-3.05764e-09,1.11725e-09,3.15001e-08
