X1,X2,X3,pbest
-3.10602e-08,1.96119e-08,-1.34902e-07,1.93993e-07
-3.71929e-08,1.59965e-08,-6.80314e-08,1.82829e-07
-4.30421e-06,-2.33866e-05,3.58881e-05,9.94557e-05
-4.65702e-08,9.07871e-08,-8.46881e-08,3.0623e-07
-3.70658e-08,1.13448e-08,-4.67191e-08,1.40195e-07
-4.22388e-07,-6.52276e-06,1.3341e-06,1.54072e-05
-0.115173,-0.0214897,0.0605787,0.0164001
-3.5402e-08,5.87264e-08,-1.28524e-07,1.92313e-07
2.96546e-06,-9.25311e-06,-7.3179e-08,6.32008e-06
0.00392167,-0.00905318,0.0140081,0.000404329
-1.63802e-07,5.18495e-08,3.146e-08,4.0338e-07
-3.70035e-08,5.89089e-09,1.95653e-08,9.76188e-08
-0.000145153,0.000234081,0.000417592,0.000782532
4.12891e-05,1.56191e-05,4.50738e-06,0.000102513
-1.4127e-08,-7.50361e-08,1.0834e-08,1.78099e-07
-3.46944e-08,3.05253e-08,1.65493e-09,1.06789e-07
-3.75714e-08,2.8512e-08,-1.04087e-07,1.90363e-07
-2.56939e-07,1.01927e-06,3.79845e-06,7.95977e-06
-3.79445e-08,4.99525e-09,-5.31528e-08,1.51261e-07
-3.63078e-08,1.77942e-08,-3.0644e-08,1.17165e-07
-3.92778e-08,1.34247e-08,-1.34471e-07,2.02802e-07
-0.00118649,0.000368268,-0.0144703,0.0372799
7.29744e-08,-3.0482e-06,-8.14534e-07,7.28864e-06
-3.09842e-08,-4.41529e-08,5.27859e-08,1.74293e-07
-1.01712e-08,-2.89868e-07,-9.4517e-07,2.28326e-06
-5.24899,0.553769,-4.69437,0.234467
7.64723e-08,-2.61392e-06,5.23884e-06,4.39062e-06
-3.63178e-06,-5.92179e-07,-3.57908e-06,1.66308e-06
-3.67264e-08,4.96328e-09,3.39952e-08,1.16141e-07
6.07987e-08,-4.97212e-07,1.40774e-07,7.08869e-07
gbest_X1,gbest_X2,gbest_X3,gbest
-3.70035e-08,5.89089e-09,1.95653e-08,9.76188e-08
