X1,X2,X3,pbest
-6.097,3.469,2.932,13.1217
-12.2428,-14.5562,31.0618,21.0861
2.3088,11.2256,6.2424,17.3386
-6.51,0.4502,5.1994,14.5073
-9.1476,5.2908,0.0822,15.3155
-3.36,3.008,4.848,12.04
12.032,1.0368,-17.4304,19.5721
-23.314,11.214,3.506,18.4665
-7.6416,4.384,7.92,16.7789
23.154,24.8024,-7.032,20.487
19.86,9.2,20.9644,20.2167
-2.677,2.6396,4.2542,11.6442
-11.3756,-4.0912,-4.5364,17.4602
-31.504,-8.024,-8.024,20.9144
-26.7132,-15.8056,-15.3462,20.9388
-16.308,-4.78,-14.394,20.4627
-1.8384,6.2312,5.6928,14.239
9.8184,5.8542,-9.2956,17.7883
-9.392,2.2228,5.6046,16.5788
2.464,7.684,5.728,15.7354
2.4792,-2.779,5.4708,12.8541
-2.9916,2.3744,3.3204,10.6129
-1.098,-5.507,6.3404,14.4104
13.452,22.6064,29.256,21.9525
-4.0868,2.0088,4.778,11.4189
-8.2334,7.2752,9.0424,17.4958
-9.5926,8.0042,4.419,17.5989
-1.8104,-12.6492,-1.4804,17.5226
-14.2118,-5.8486,-15.1098,19.359
-5.0664,17.912,21.1344,19.6969
gbest_X1,gbest_X2,gbest_X3,gbest
-2.9916,2.3744,3.3204,10.6129
