X1,X2,X3,pbest
-1.73865e-08,-5.60187e-10,-1.13616e-08,4.79828e-08
-1.7901e-08,1.71041e-09,-3.34786e-09,4.22425e-08
1.48269e-08,1.57588e-07,-2.51479e-07,6.8623e-07
-1.85274e-08,7.80092e-09,-4.76863e-09,4.77135e-08
-2.00512e-08,-1.26759e-08,1.01608e-07,1.40195e-07
-4.79658e-08,-5.15019e-07,1.02637e-07,1.21783e-06
0.198945,0.0371192,-0.104646,0.0164001
-1.82156e-08,1.03822e-09,-7.77116e-09,4.57982e-08
-1.82112e-05,5.52628e-05,7.79226e-07,6.32008e-06
-0.00218313,0.00503577,-0.00779298,0.000404329
-1.62179e-08,-5.32443e-09,3.87199e-09,4.0422e-08
-1.74513e-08,6.54339e-10,-7.23126e-10,4.0365e-08
1.18687e-06,-2.41928e-06,-4.26356e-06,1.16485e-05
-8.03277e-06,-3.04729e-06,-8.5342e-07,1.99399e-05
-1.64109e-08,-4.39767e-09,3.648e-09,4.01307e-08
-2.19006e-08,2.93416e-09,8.31882e-09,5.45257e-08
-5.88534e-08,-9.34412e-08,7.37942e-07,1.90363e-07
-1.36288e-08,-1.52014e-08,5.93121e-09,4.90989e-08
-1.54508e-08,-8.85266e-09,2.90471e-09,4.16676e-08
-1.73785e-08,-6.39861e-10,2.85384e-09,4.06984e-08
-1.49138e-08,-8.50535e-09,-9.81238e-09,4.56681e-08
4.50004e-05,-1.39708e-05,0.000549064,0.00127806
3.35278e-08,-1.31033e-06,-3.56928e-07,3.00324e-06
-1.44047e-08,-1.31463e-08,4.92304e-09,4.64505e-08
-1.86203e-08,1.4057e-08,4.62007e-08,1.19528e-07
9.87356,-1.00805,8.81469,0.234467
-1.4943e-06,3.01494e-05,-6.05464e-05,4.39062e-06
1.57379e-06,1.07871e-07,1.64376e-06,1.66308e-06
-1.87172e-08,2.43662e-09,4.31126e-09,4.47129e-08
-1.29955e-08,-3.91733e-08,1.96784e-08,1.05595e-07
gbest_X1,gbest_X2,gbest_X3,gbest
-1.64109e-08,-4.39767e-09,3.648e-09,4.01307e-08
