X1,X2,X3,pbest
-1.05966e-08,-2.44611e-09,8.93803e-10,2.52001e-08
-1.0954e-08,-9.7211e-10,-2.08526e-10,2.54013e-08
-1.92721e-08,-4.69424e-08,7.04802e-08,2.00566e-07
-1.07427e-08,-1.62966e-09,1.52468e-10,2.50956e-08
-3.09093e-08,1.83113e-09,3.25506e-08,1.0375e-07
-3.49178e-08,-3.68701e-07,7.28484e-08,8.71679e-07
0.897589,0.167472,-0.472141,0.0164001
-9.98136e-09,-4.19578e-09,3.76891e-09,2.64763e-08
5.71845e-06,-1.74845e-05,-2.24378e-07,6.32008e-06
-0.00318195,0.00731349,-0.0113251,0.000404329
-1.05977e-08,-2.44283e-09,8.59214e-10,2.51945e-08
-1.06727e-08,-2.10028e-09,2.85989e-10,2.5129e-08
-5.52178e-07,1.08467e-06,1.91952e-06,5.24907e-06
-1.0677e-07,-3.90529e-08,-9.03079e-09,2.63378e-07
-1.0524e-08,-2.73162e-09,2.01051e-09,2.55353e-08
-9.1766e-09,-4.03853e-09,-2.21517e-09,2.37123e-08
-1.00106e-07,-1.43001e-07,1.23545e-06,1.90363e-07
-9.89344e-09,-5.17111e-09,-2.00057e-10,2.57848e-08
-1.06894e-08,-1.95765e-09,2.28988e-09,2.56478e-08
-1.10312e-08,-7.51904e-10,-1.37253e-09,2.57306e-08
-1.05969e-08,-2.4593e-09,1.1816e-09,2.52706e-08
1.26301e-05,-3.92405e-06,0.000154176,0.000357788
-1.07328e-08,-1.0095e-09,1.51003e-09,2.51388e-08
-1.14901e-08,1.41936e-09,-7.44654e-10,2.67922e-08
-1.00772e-08,-6.5981e-09,-7.64916e-09,3.29521e-08
31.7387,-3.24507,28.3371,0.234467
-1.25696e-06,2.59564e-05,-5.21023e-05,4.39062e-06
1.14716e-06,7.44332e-07,9.55401e-07,1.66308e-06
-1.1903e-08,1.51814e-09,-2.35056e-10,2.77168e-08
-9.64463e-09,-1.18761e-08,5.8127e-09,3.77958e-08
gbest_X1,gbest_X2,gbest_X3,gbest
-9.1766e-09,-4.03853e-09,-2.21517e-09,2.37123e-08
