X1,X2,X3,pbest
-5.63724e-09,-5.14172e-09,-5.50291e-09,2.17253e-08
-7.73232e-09,-2.55621e-09,-1.33068e-09,1.90569e-08
-1.52158e-08,-3.66959e-08,5.49303e-08,1.56554e-07
-7.27863e-09,-3.32717e-09,-1.86684e-09,1.89784e-08
1.52608e-08,-9.33526e-09,-3.79285e-08,9.68466e-08
2.14889e-08,4.05191e-07,-8.58434e-08,8.71679e-07
-2.00255,-0.373634,1.05337,0.0164001
-7.2769e-09,-3.21824e-09,-2.25086e-09,1.90965e-08
-1.3025e-05,3.93806e-05,5.85293e-07,6.32008e-06
0.00939023,-0.0215215,0.0333439,0.000404329
-6.71598e-09,-3.93293e-09,-3.12487e-09,1.93683e-08
-6.29398e-09,-4.58759e-09,-3.52295e-09,1.97412e-08
6.86789e-08,-1.5565e-07,-2.70815e-07,7.38592e-07
9.41554e-08,3.31841e-08,5.3161e-09,2.30879e-07
-8.09584e-09,-2.49895e-09,5.94246e-10,1.9615e-08
-7.34128e-09,-3.23082e-09,-1.77214e-09,1.89699e-08
4.35816e-08,1.88019e-07,-1.40703e-06,1.90363e-07
-7.57067e-09,-3.59325e-09,-1.1273e-09,1.95274e-08
-8.15819e-09,-2.10715e-09,6.60593e-10,1.95185e-08
-8.45405e-09,-1.25885e-09,-1.26655e-09,1.99546e-08
-7.82418e-09,-2.69388e-09,-6.17235e-10,1.91633e-08
5.04837e-06,-1.57123e-06,6.16697e-05,0.00014301
-5.97182e-09,-5.89636e-09,-5.05032e-09,2.26198e-08
-8.45177e-09,-6.11037e-10,-1.06629e-09,1.97238e-08
-6.54871e-09,-9.78393e-10,3.00977e-09,1.67971e-08
21.11,5.96077,18.83,0.234467
1.27295e-06,-2.81514e-05,5.64381e-05,4.39062e-06
-1.98761e-06,-1.72415e-06,-1.47509e-06,1.66308e-06
-8.81354e-09,-2.30223e-10,-7.02875e-10,2.04255e-08
-7.33192e-09,-3.07407e-09,-1.9327e-09,1.88951e-08
gbest_X1,gbest_X2,gbest_X3,gbest
-6.54871e-09,-9.78393e-10,3.00977e-09,1.67971e-08
