X1,X2,X3,pbest
-4.38438e-05,0.000154439,0.000128124,0.000475102
1.273e-05,2.38489e-06,4.04168e-06,3.13359e-05
-0.0246412,-0.134782,0.207165,1.3896
1.00362e-05,1.57561e-06,6.44637e-06,2.77888e-05
1.19211e-05,2.48806e-06,4.39165e-06,2.98997e-05
0.000599652,0.00863835,-0.00444846,0.0151755
-0.0815944,-0.0152094,0.0429154,0.0643934
1.21377e-05,2.55296e-06,4.06499e-06,3.01463e-05
-0.0621608,0.252709,-0.0158453,0.018996
6.95223e-05,-0.000196152,0.00030537,0.000404329
-0.00089957,-0.00122627,-5.34933e-05,0.00355552
1.01012e-05,2.88591e-06,4.92063e-06,2.6793e-05
0.0012767,-0.00202668,-0.00361723,0.0103532
-2.17944,-0.82293,-0.24029,6.09277
1.32013e-05,3.34601e-06,2.65339e-06,3.2046e-05
1.06912e-05,1.93042e-06,5.7301e-06,2.83682e-05
0.00711422,-0.000996339,0.00686773,0.0247042
0.000130357,0.00143749,-0.0134435,0.0101449
1.19211e-05,2.48806e-06,4.39165e-06,2.98997e-05
-0.011761,-0.0377922,-0.361718,1.98669
-0.000630782,0.00060648,-0.000491349,0.0023355
-1.4111,-19.0514,-15.3451,2.39327
0.000989927,-0.00601282,-0.00170608,0.00144065
9.62223e-06,1.42079e-06,6.92382e-06,2.7575e-05
-0.000141505,0.00190993,0.00571869,0.0145732
-0.262994,0.0528334,-0.246856,0.234467
0.000196841,-0.0146092,0.0308625,0.0994204
1.29283e-05,9.67799e-07,4.93805e-06,3.20419e-05
1.21772e-05,2.59905e-06,4.13172e-06,3.03002e-05
1.19211e-05,2.48806e-06,4.39165e-06,2.98997e-05
gbest_X1,gbest_X2,gbest_X3,gbest
1.01012e-05,2.88591e-06,4.92063e-06,2.6793e-05
