X1,X2,X3,pbest
-0.00165849,-0.00210049,-0.0160541,0.0314743
0.00230665,-0.00442919,-0.00523051,0.0176289
22.2299,2.00379,15.8609,3.43435
-0.000743686,-0.000958231,-0.0053557,0.0132169
0.00160849,-0.00381168,-0.00638733,0.0186027
-0.000276036,-0.00604153,-0.00165094,0.0151755
-18.99,6.83147,-6.86,5.67419
0.000571109,-0.00336753,-0.00479909,0.0142193
0.00191072,-0.00628307,-0.00413863,0.018996
0.000789944,-0.00311768,-0.00520487,0.0147942
2.92741,3.94612,0.196815,9.32233
-0.00267552,0.00199611,-0.00697865,0.0189274
0.00353601,-0.0067392,-0.00420838,0.0214261
-24.2877,-15.9369,-15.12,10.4158
0.000169549,0.000956329,-0.00489428,0.0119652
0.00285519,-0.000147169,-0.00893816,0.0232345
-26.8825,1.04083,6.86966,6.21843
0.00129445,-0.00352325,-0.00523846,0.0156198
0.00100093,-0.00213049,-0.00494697,0.0131846
-0.0669899,-0.468874,-2.8204,2.1804
-0.0996998,0.0992283,-0.0896296,0.823563
3.36875,6.12256,-5.08,2.39327
0.00203839,-0.00337598,-0.00643068,0.0184311
-0.00293204,0.0332541,0.0475035,0.192903
-0.00940634,0.155119,0.516045,2.3098
0.879555,-0.490823,0.965386,0.234467
1.41651,-13.2562,-11.2159,6.08752
-2.25761,4.2014,1.1603,6.8452
-0.00178865,0.00261529,0.0245582,0.0680262
-0.00397314,-0.0453353,0.0116302,0.147114
gbest_X1,gbest_X2,gbest_X3,gbest
0.000169549,0.000956329,-0.00489428,0.0119652
