X1,X2,X3,pbest
-0.0225613,-0.158021,-0.517328,2.28159
0.215288,0.0833807,0.0969421,1.40287
-2.15629,-0.218849,-0.968226,3.43435
0.0736172,-0.075684,0.467006,2.37932
0.0211484,-0.229055,-0.536416,2.57305
0.0130692,-0.0989068,0.0415074,0.443694
-4.10642,-0.837229,4.81894,5.67419
-0.0472988,-0.228692,-0.20029,1.82328
0.0168499,-0.12852,-0.0201231,0.57753
0.0170683,-0.203798,-0.262174,1.97777
-3.7995,-4.60394,-0.148475,11.3129
0.0201415,-0.153861,0.041505,0.764674
-2.20013,0.996494,1.57825,7.23237
-14.9268,1.32661,-3.10824,10.4158
0.0185958,-0.0482905,0.295296,1.65584
0.013217,-0.102761,0.0226615,0.431318
7.70136,-17.6755,-5.13085,6.21843
0.0192241,-0.117171,-0.0852942,0.679231
0.0265321,-0.0502028,0.427709,2.27679
-0.00794824,-0.262162,-0.840044,2.1804
-3.12689,3.03312,-2.62813,10.2155
-0.0418438,-0.223794,-0.842819,2.39327
-0.107008,-0.0687081,-0.507214,2.63087
0.00380595,-0.224202,-0.472445,2.56169
0.0320602,-0.312232,-0.493085,2.93026
-0.133554,0.0146142,-0.117171,0.896582
-8.09765,10.8309,6.03289,6.08752
7.02281,-12.6571,0.350135,6.8452
0.00722748,-0.109475,0.376135,2.17942
-14.0029,-16.5218,-19.9002,11.4061
gbest_X1,gbest_X2,gbest_X3,gbest
0.013217,-0.102761,0.0226615,0.431318
