X1,X2,X3,pbest
1.1666e-06,1.32916e-05,1.26029e-05,4.23922e-05
3.29163e-06,2.52151e-06,4.10138e-06,1.34694e-05
-0.00236133,-0.0129372,0.0198909,0.0651323
5.72091e-06,2.07159e-06,3.29489e-06,1.59803e-05
7.13596e-06,1.70026e-06,2.95412e-06,1.82643e-05
0.00122715,0.0157644,-0.0134992,0.0151755
-0.00589409,-0.00109917,0.00310325,0.0164001
4.55121e-06,2.26809e-06,3.69886e-06,1.45223e-05
0.00103516,-0.00404318,-0.000182024,0.00995745
0.000169026,-0.000450177,0.000694208,0.000404329
5.35825e-06,2.08888e-06,3.47082e-06,1.55135e-05
5.66255e-06,2.02236e-06,3.38238e-06,1.59332e-05
0.00014438,-0.000221097,-0.000394878,0.00110105
-0.271989,-0.1027,-0.0299855,1.65249
5.61551e-06,2.4418e-06,2.90478e-06,1.56527e-05
5.67605e-06,2.03924e-06,3.35491e-06,1.59393e-05
-0.0011873,0.000169777,-0.00114972,0.00388593
4.29762e-05,-0.000182458,-0.000664298,0.0016025
5.83872e-06,1.98385e-06,3.33117e-06,1.61869e-05
0.0022099,0.00707712,0.0677176,0.237258
-0.000397959,0.000380959,-0.000307396,0.00146399
-1.47859,-19.7321,-16.101,2.39327
-0.000510972,0.00338992,0.000955439,0.00144065
5.89492e-06,1.82651e-06,3.48707e-06,1.63709e-05
-5.41779e-05,0.000764665,0.00228866,0.00567745
-0.27412,0.0205569,-0.241272,0.234467
0.000106491,-0.00799343,0.016889,0.0493381
5.51249e-06,2.0224e-06,3.44714e-06,1.57252e-05
5.30625e-06,2.10051e-06,3.48564e-06,1.54441e-05
5.35825e-06,2.08888e-06,3.47082e-06,1.55135e-05
gbest_X1,gbest_X2,gbest_X3,gbest
3.29163e-06,2.52151e-06,4.10138e-06,1.34694e-05
