X1,X2,X3,pbest
1.22529e-06,-1.8465e-07,1.38666e-06,4.29471e-06
1.47808e-06,1.74512e-06,2.81699e-06,8.37977e-06
-4.3971e-05,-0.000246688,0.000384658,0.00106393
4.49009e-08,1.99677e-06,3.30807e-06,8.92438e-06
1.95976e-06,1.63929e-06,2.67777e-06,8.54765e-06
-0.000261341,-0.00438371,0.000983189,0.0107523
-0.0166047,-0.00309993,0.00873113,0.0164001
1.25219e-06,1.78668e-06,2.89614e-06,8.37411e-06
0.000873667,-0.00342076,-0.000154408,0.00838297
0.000146973,-0.000319239,0.000500185,0.000404329
1.05407e-06,1.83375e-06,2.94655e-06,8.37666e-06
1.8792e-06,1.66085e-06,2.69508e-06,8.50225e-06
0.000101377,-0.000157743,-0.000281798,0.000782532
-0.0757209,-0.0285907,-0.00834639,0.301028
7.67804e-07,1.8286e-06,3.11189e-06,8.52227e-06
2.35198e-06,1.57183e-06,2.53958e-06,8.7796e-06
-9.41886e-05,1.52131e-05,-8.93609e-05,0.000302193
-1.42478e-05,7.65543e-05,0.000273282,0.000657671
1.38222e-06,1.76556e-06,2.84566e-06,8.367e-06
-8.34651e-05,-0.000269876,-0.00259732,0.00615479
-2.98833e-05,3.13944e-05,-2.16339e-05,0.000111914
-3.37143,-21.1443,-4.46,2.39327
-0.000169044,0.00147356,0.000401651,0.00144065
8.0618e-07,1.95535e-06,2.93849e-06,8.36143e-06
-0.000307589,0.00410566,0.0123029,0.00567745
-0.695038,0.0550998,-0.613136,0.234467
1.1379e-05,-0.000797762,0.00169144,0.00438105
2.79981e-06,1.43715e-06,2.43528e-06,9.19011e-06
1.46196e-06,1.74849e-06,2.82192e-06,8.37727e-06
1.86533e-06,1.66414e-06,2.69871e-06,8.49553e-06
gbest_X1,gbest_X2,gbest_X3,gbest
1.22529e-06,-1.8465e-07,1.38666e-06,4.29471e-06
