X1,X2,X3,pbest
-1.91681e-07,-3.92786e-07,1.10131e-08,1.00967e-06
-4.57284e-07,-4.06126e-07,-2.4285e-07,1.5197e-06
-0.000121421,-0.000647868,0.000999738,0.000593227
-1.36709e-07,1.35693e-07,1.30786e-07,5.37684e-07
-1.89421e-07,-4.35218e-07,-3.62447e-08,1.09936e-06
-4.8324e-06,-8.09238e-05,1.82155e-05,0.000192009
-0.0165741,-0.00309245,0.00871815,0.0164001
-1.32657e-07,-3.87895e-07,7.66333e-08,9.63145e-07
-1.61376e-06,4.63109e-06,9.883e-08,1.13285e-05
0.000912523,-0.00210412,0.00325655,0.000404329
-1.34954e-06,5.546e-08,9.49333e-07,2.25752e-06
1.7383e-07,-3.90352e-07,3.29173e-07,1.24568e-06
-0.000236871,0.000383031,0.000683438,0.000782532
0.0218295,0.00824138,0.00240657,0.0639086
-1.25403e-09,-3.10372e-07,2.3858e-07,9.04076e-07
-3.34703e-07,-3.87797e-07,-1.2112e-07,1.21564e-06
-1.11438e-07,-4.01802e-07,8.63905e-08,9.83404e-07
-1.35007e-06,6.10136e-06,2.34252e-05,5.60003e-05
-1.39214e-07,-6.99538e-07,1.63435e-08,1.64764e-06
-2.60015e-07,-8.70896e-07,-4.52464e-06,1.06583e-05
-9.09929e-08,-8.11359e-08,1.24876e-07,4.03033e-07
-5.55622,16.463,-5.85109,2.39327
4.29837e-06,-0.000123583,-3.17088e-05,0.000295103
-2.84552e-08,-5.62833e-07,1.91423e-07,1.3745e-06
2.55399e-05,-0.000305524,-0.000918072,0.00225193
-2.20341,0.209492,-1.95993,0.234467
2.02273e-07,-6.43087e-06,1.30492e-05,3.36036e-05
-5.07259e-07,-4.6575e-07,-2.59484e-07,1.66308e-06
-3.45297e-07,-3.51711e-07,-2.44777e-07,1.2709e-06
4.01955e-08,-4.20299e-07,2.30178e-07,1.11056e-06
gbest_X1,gbest_X2,gbest_X3,gbest
-9.09929e-08,-8.11359e-08,1.24876e-07,4.03033e-07
