X1,X2,X3,pbest
0.000636724,-0.00168516,-0.00136627,0.00531219
2.22525e-05,8.89498e-06,-8.88167e-07,5.53917e-05
7.08788,-20.6401,19.67,3.43435
2.24758e-05,4.7011e-06,2.06379e-06,5.3252e-05
1.80416e-05,1.31692e-05,5.08312e-05,0.000128278
0.00394929,0.0577953,-0.029745,0.0151755
-0.0319856,-0.00596034,0.0168324,0.0643934
2.09954e-05,5.35091e-06,5.15223e-06,5.14409e-05
-0.051314,0.209087,-0.0146027,0.018996
8.58083e-05,-0.000322075,0.000493854,0.000404329
0.00306461,0.0041105,0.000200818,0.0123171
2.24383e-05,1.24259e-05,-5.37338e-06,6.05323e-05
0.0105777,-0.0201867,-0.0337961,0.0104868
-6.98603,10.6909,8.58717,10.4158
2.31645e-05,7.50232e-06,-1.35885e-08,5.62424e-05
2.24466e-05,5.37344e-06,3.00449e-06,5.37621e-05
0.311531,-0.0438007,0.301022,2.60472
-1.42736e-06,0.0033976,-0.0187896,0.0101449
2.31641e-05,5.99406e-06,1.86426e-06,5.54348e-05
0.0911031,0.663492,3.90049,2.1804
0.00180802,-0.00168034,0.00139058,0.00668514
-13.9306,-11.1052,-8.61752,2.39327
0.000193798,-0.000974991,-0.000281608,0.00144065
2.11475e-05,5.05785e-06,4.08546e-06,5.11028e-05
0.00167681,-0.0206405,-0.0618337,0.224186
-0.0700633,0.0090305,-0.0634296,0.234467
0.0010886,-0.092274,0.194859,0.363092
9.35316e-05,-0.000116638,5.37142e-05,0.00036733
2.2712e-05,6.25311e-06,1.04751e-06,5.44665e-05
2.24895e-05,4.51494e-06,2.10692e-06,5.32061e-05
gbest_X1,gbest_X2,gbest_X3,gbest
2.11475e-05,5.05785e-06,4.08546e-06,5.11028e-05
