X1,X2,X3,pbest
1.72618,-2.356,0.501005,6.65247
9.30854,4.45188,-19.2171,20.4158
1.26188,-0.0292245,1.41165,5.62663
0.661882,-0.566099,1.78179,5.67758
0.00819271,0.142607,1.56042,4.50757
0.224191,0.00387462,1.55742,4.963
-23.2975,-15.8789,-25.37,19.5721
4.35078,5.97926,1.41195,13.4729
0.4287,-0.248685,1.24047,4.81956
0.709182,1.80503,1.20118,6.21199
-5.41519,-6.19986,2.01667,14.0427
-0.0131721,0.166097,1.57361,4.75594
13.1032,-8.39601,0.864695,8.94718
5.45974,-0.139086,2.4011,10.4158
0.0921806,0.172367,1.57762,4.92115
-0.122493,0.130239,1.47289,4.71853
-0.519363,1.36528,1.8964,6.21843
-0.493255,-0.347329,1.67466,5.92564
0.112405,0.104473,1.57038,4.4702
0.0824136,0.0189725,1.4432,4.43208
9.13605,-8.73627,6.34891,12.8541
0.0421219,0.0891702,1.51002,4.3637
0.846835,-1.04517,1.64059,5.71533
0.049129,0.0673881,1.48685,4.45486
2.42709,-3.40312,2.49218,7.16032
6.88247,-6.93613,-2.9953,6.74473
1.5083,-1.81901,1.22298,6.08752
-0.705996,1.45173,1.7943,6.8452
-0.744818,-2.63559,-2.29902,8.76583
8.62131,9.69423,21.0589,11.4061
gbest_X1,gbest_X2,gbest_X3,gbest
0.0526524,0.111463,1.88753,4.3637
