X1,X2,X3,pbest
1.11615,-1.41953,1.41425,6.65247
-30.9204,24.3463,29.6382,21.0861
4.55896,-0.139752,2.1463,10.4335
1.0539,-1.02594,1.63463,5.67758
0.144355,0.015631,2.24276,5.55257
-0.93563,0.769877,2.35333,6.82757
-9.68,-5.51106,-21.34,19.5721
19.46,23.9733,1.86127,18.4665
2.88836,-2.18233,0.554436,8.53401
-2.37197,-6.67788,3.35336,14.0691
10.65,12.382,1.4,19.2143
0.555029,-0.589666,1.70851,6.13498
3.19022,-2.26228,1.66405,8.94718
6.27469,-0.354643,3.13052,12.8551
18.9293,21.0667,18.7,20.6683
2.60823,1.48299,5.486,12.6054
-0.865776,2.3676,2.87365,8.59598
9.57,7.38759,-0.81,17.1332
-1.97217,0.962782,2.26628,6.96826
0.150555,-0.520666,1.68851,5.65143
11.6602,-11.3196,8.31393,12.8541
0.493421,-0.534135,1.72429,6.11445
4.96619,-6.77768,2.27259,11.5791
1.69341,0.0182144,2.8435,7.57893
2.73081,-3.84806,2.73131,7.16032
1.7566,-1.65793,0.990299,6.74473
0.62016,-0.642227,1.70319,6.08752
-1.91681,3.80332,2.87499,9.78349
-1.1141,-4.92786,-4.58459,12.3195
3.3323,2.59595,8.29519,11.4061
gbest_X1,gbest_X2,gbest_X3,gbest
0.144355,0.015631,2.24276,5.55257
