X1,X2,X3,fitness_val
-2.24188,-3.25196,-4.67453,11.9825
1.63204e-08,4.52282e-08,3.62065e-07,8.43496e-07
5.44129,-5.15836,-0.218215,13.3681
-6.63826e-08,-2.47997e-08,7.21752e-08,2.33592e-07
0.000228574,-0.000360087,-0.000361882,0.00129731
1.41023e-06,7.96102e-08,3.52603e-06,8.77232e-06
2.89702e-06,1.8153e-06,9.769e-07,8.21155e-06
0.0216857,-0.40463,0.147879,2.40024
-0.000736611,0.000603511,0.000306933,0.00232836
4.66724e-08,-1.61898e-08,-2.06284e-07,4.89864e-07
-0.184286,0.112754,-0.0434218,1.19108
0.000256893,-0.000179146,0.000946867,0.00232087
-2.70686e-07,-6.1516e-08,3.41301e-07,1.01599e-06
6.88857e-09,-7.50566e-08,1.88478e-07,4.68785e-07
-1.13758e-07,-2.79279e-08,2.46134e-08,2.76423e-07
-8.33218e-08,-2.59899e-08,5.53344e-08,2.38662e-07
-2.78735e-06,-7.60434e-06,3.88319e-06,2.07442e-05
-2.30566e-08,1.05406e-07,4.01634e-08,2.65885e-07
-0.0587244,0.03087,0.00363022,0.229952
5.54478e-07,-3.40194e-07,6.08438e-07,2.05703e-06
0.00388519,-0.0369859,-0.0261434,0.141284
-5.63769e-08,-2.22669e-08,8.20022e-08,2.35497e-07
-11.614,-16.6504,18.5132,21.4214
-3.12364e-05,-0.000169249,3.95216e-05,0.000408364
2.996e-05,1.77725e-05,2.84054e-05,0.000103839
6.21495e-06,1.46797e-05,-3.20876e-06,3.75574e-05
0.00241323,-0.00525821,0.00190263,0.0147234
1.77621e-07,4.98275e-09,2.39262e-07,6.88266e-07
-0.000134601,0.000167571,0.000309505,0.000872741
0.362874,-0.870902,1.27157,5.09214
gbest_X1,gbest_X2,gbest_X3,gbest
-6.63826e-08,-2.47997e-08,7.21752e-08,2.33592e-07
