X1,X2,X3,fitness_val
2.39996,3.48125,5.00421,12.5667
-2.86069e-08,-8.44836e-09,5.02357e-08,1.34924e-07
-26.77,26.1557,1.13331,20.8833
-3.51249e-08,-1.27725e-08,3.58122e-08,1.19542e-07
0.000448316,-0.000699165,-0.000716865,0.0025551
-1.93916e-06,-1.84112e-07,-3.60421e-06,9.46168e-06
-2.38087e-07,-9.61341e-08,-2.29739e-08,5.95339e-07
-0.0245647,0.595028,-0.196652,2.93799
-1.07174e-05,8.74094e-06,4.48713e-06,3.35816e-05
2.37339e-08,-8.55428e-09,-1.06387e-07,2.52504e-07
-0.0980273,0.0598867,-0.0231356,0.498
-2.11992e-05,1.47411e-05,-7.79487e-05,0.000189754
1.36128e-06,2.29044e-07,-1.81397e-06,5.26432e-06
-3.40675e-08,-1.27027e-08,3.68738e-08,1.19591e-07
-3.44427e-08,-1.27275e-08,3.64971e-08,1.19562e-07
-3.67449e-08,-1.28865e-08,3.42019e-08,1.19689e-07
-2.2117e-06,-6.0672e-06,3.08534e-06,1.65292e-05
-6.99607e-08,-1.05431e-07,6.4574e-08,3.28066e-07
0.0718586,-0.0380682,-0.00465209,0.301723
1.34015e-07,-9.81202e-08,1.82045e-07,5.69108e-07
-0.00021935,0.00208777,0.00147578,0.00604302
-3.27922e-08,-1.2365e-08,3.81245e-08,1.19593e-07
28.33,30.16,21.6843,21.7367
3.37305e-05,0.000171588,-3.83821e-05,0.000414031
-1.96172e-05,-2.76314e-05,-1.36824e-05,8.44208e-05
2.03408e-07,2.62608e-07,1.31308e-07,8.2488e-07
-0.000476409,0.00105336,-0.00037758,0.00283491
4.99552e-09,-7.88573e-09,6.33435e-08,1.47866e-07
0.000638328,-0.000796143,-0.00147005,0.00418956
-1.57881,3.92039,-5.67804,13.0223
gbest_X1,gbest_X2,gbest_X3,gbest
-3.51249e-08,-1.27725e-08,3.58122e-08,1.19542e-07
