X1,X2,X3,fitness_val
0.285766,0.414517,0.595862,3.91131
1.13917e-06,8.27302e-07,3.69246e-06,9.12647e-06
29.2398,24.6616,-28.7866,21.7141
1.61318e-06,-1.28075e-06,2.30326e-06,7.13605e-06
0.000243544,-0.000363072,-0.000402572,0.00137876
2.83446e-06,4.79091e-07,-4.39863e-08,6.63967e-06
-1.07564e-06,-2.90868e-06,3.17757e-06,1.02543e-05
0.165568,-2.98458,1.1067,6.735
-9.04182,-11.0618,11.3588,18.7657
-3.15175e-05,-2.46594e-06,6.85889e-05,0.000174516
0.0234226,-0.0145141,0.00544244,0.0788129
0.00227335,0.00361545,0.022412,0.0618998
1.51212e-06,1.18016e-07,2.9521e-06,7.66496e-06
1.73536e-06,-2.19715e-07,2.43759e-06,6.92897e-06
6.61131e-06,2.06896e-05,-6.7171e-06,5.25139e-05
1.82526e-06,2.00695e-07,2.2084e-06,6.63294e-06
-0.00099599,-0.0028212,0.00143704,0.00786062
3.2126e-06,4.16788e-06,1.49723e-06,1.26357e-05
0.0224287,-0.011981,-0.00152254,0.070308
2.46693e-05,-9.52394e-06,2.23509e-05,7.99827e-05
-0.170076,1.6188,1.14425,5.69463
1.8071e-06,5.17026e-07,2.20206e-06,6.68625e-06
1.15387,1.64831,-1.831,6.94457
4.47956e-06,1.17082e-05,-4.25924e-07,2.89699e-05
-6.67466e-05,-9.41235e-05,-4.6646e-05,0.000287702
4.12062e-06,8.72855e-06,-1.25291e-06,2.24798e-05
-0.000256346,0.000572686,-0.000203694,0.00153118
6.50117e-07,5.43671e-08,1.05338e-06,2.86147e-06
6.66009e-05,-0.000115119,-0.000121567,0.000416695
0.721308,-1.77179,2.57269,8.17534
gbest_X1,gbest_X2,gbest_X3,gbest
6.50117e-07,5.43671e-08,1.05338e-06,2.86147e-06
