X1,X2,X3,fitness_val
-0.0375786,-0.0545127,-0.078321,0.414564
-4.02028e-05,-7.77195e-05,-6.20612e-05,0.000247948
-2.60101,-14.8911,-15.5434,20.3644
-3.34662e-05,-7.75539e-05,-6.06746e-05,0.00024037
-5.83002e-05,-6.53102e-05,-7.01877e-05,0.000259357
0.000179385,-0.000122724,1.74448e-05,0.0005044
0.00252541,0.00287488,-0.000123454,0.00910187
-0.0880956,10.1495,-0.607713,15.2897
7.84526,-19.37,-10.5569,20.6761
0.149602,0.00451162,-0.295969,1.92499
0.00084002,-0.000654342,0.000149092,0.00250356
-0.000246723,-0.000796629,-0.00328342,0.00802722
-6.22635e-05,-6.25343e-05,-6.99764e-05,0.000260317
-4.76012e-05,0.000165925,0.000562237,0.00136439
0.000288856,0.00249971,0.00432572,0.0120017
-6.86943e-05,-5.91828e-05,-6.96412e-05,0.000264266
0.45824,0.431973,-0.0239848,3.37799
-3.79465e-06,-9.80131e-05,-5.50781e-05,0.000260015
0.000654659,-0.000471141,-0.000120048,0.00189501
0.000748424,-0.000162958,0.000624254,0.0022993
2.10334,17.3917,9.56,19.9839
-4.35615e-05,-7.34295e-05,-6.43351e-05,0.000247088
-0.182508,-0.269803,0.302168,2.72995
-3.77467e-05,-7.91674e-05,-6.1642e-05,0.000247774
0.0036722,0.00250686,-0.000763378,0.0107798
-6.54593e-06,-0.000310966,-0.000244123,0.000915905
-0.139315,0.257848,-0.0897715,1.79956
-0.163763,0.000571709,-0.173866,1.3301
-2.26788e-05,-8.8059e-05,-5.90721e-05,0.000250629
0.0540629,-0.129746,0.189415,1.30785
gbest_X1,gbest_X2,gbest_X3,gbest
-3.34662e-05,-7.75539e-05,-6.06746e-05,0.00024037
