X1,X2,X3,fitness_val
0.134218,0.194659,0.279913,2.23297
-2.45543e-05,3.57415e-06,7.32877e-05,0.000178795
9.19637,12.226,19.44,20.7078
-1.4431e-05,8.61797e-07,7.73871e-05,0.00018192
-3.54223e-05,8.41601e-06,8.73132e-05,0.000218628
-1.11945e-05,-7.60887e-06,5.82446e-05,0.000138158
-0.000263305,-0.000296422,8.31745e-05,0.000938474
0.329061,-6.24,2.26528,12.5909
-8.54573,20.6051,11.221,21.0063
0.00306912,8.05326e-05,-0.00607179,0.0165345
-0.00447666,0.0025105,-0.00113986,0.0126325
0.00175376,0.00313043,0.0182796,0.0491674
-9.6784e-06,-1.23219e-05,4.85649e-05,0.000117895
-5.90925e-06,-1.98502e-05,3.11411e-05,8.63952e-05
-2.22144e-06,-4.57362e-05,-1.87434e-05,0.000114308
1.72412e-05,-4.35361e-05,-1.21883e-05,0.000111784
-0.00135718,-0.00386346,0.00195611,0.0108459
-2.4325e-05,-3.18863e-08,6.51709e-05,0.000160734
-0.00366165,0.00180412,0.00016475,0.00973086
-0.000321877,4.51859e-05,-0.000168641,0.000848033
1.8431,10.0496,5.08759,15.1713
3.71086e-06,-2.96023e-05,1.43432e-05,7.64671e-05
-0.357227,-0.52158,0.582653,4.17129
9.10075e-06,-4.07328e-05,-8.25664e-06,9.82877e-05
2.44181e-05,1.61388e-06,2.69909e-05,8.41619e-05
2.94917e-06,-5.8605e-05,1.97452e-05,0.000143048
0.000452675,-0.000863899,0.000310598,0.00238245
-0.00459473,-2.51514e-05,-0.00490274,0.0163189
-3.54312e-05,1.81731e-05,9.66353e-05,0.000241568
-0.207134,0.553126,-0.787986,4.00506
gbest_X1,gbest_X2,gbest_X3,gbest
3.71086e-06,-2.96023e-05,1.43432e-05,7.64671e-05
